SampleCode,Compound,Category1,Category2,Formula,Halogenation,RetentionTime1D,RetentionTime2D,InternalStandard,Sample,Ecotype,Instrument,RelativeArea
DSJ1765,DDT related 1,anthropogenic,DDT-related,C13H10Cl2,chlorinated,1166.68,1.221,PCB 169,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.029847147
KXD0003,DDT related 1,anthropogenic,DDT-related,C13H10Cl2,chlorinated,1166.68,1.214,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.01591701
KZP0086,DDT related 2,anthropogenic,DDT-related,C13H10Cl2,chlorinated,1187.66,1.228,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.065152431
NEB0016,DDT related 2,anthropogenic,DDT-related,C13H10Cl2,chlorinated,1187.66,1.195,PCB 169,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.015025882
JEH0504,DDT related 2,anthropogenic,DDT-related,C13H10Cl2,chlorinated,1187.66,1.221,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.079703587
DSJ2155,DDT related 2,anthropogenic,DDT-related,C13H10Cl2,chlorinated,1187.66,1.214,PCB 169,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",0.063539658
DSJ1765,DDT related 2,anthropogenic,DDT-related,C13H10Cl2,chlorinated,1187.66,1.228,PCB 169,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.140745144
KXD0003,DDT related 2,anthropogenic,DDT-related,C13H10Cl2,chlorinated,1187.66,1.214,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.09975874
KZP0086,DDT related 3,anthropogenic,DDT-related,C14H12Cl2,chlorinated,1219.15,1.214,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",1.501943025
DSJ2195,DDT related 3,anthropogenic,DDT-related,C14H12Cl2,chlorinated,1219.15,1.208,PCB 169,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",1.131233284
NEB0016,DDT related 3,anthropogenic,DDT-related,C14H12Cl2,chlorinated,1219.15,1.181,PCB 169,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.678426792
JEH0504,DDT related 3,anthropogenic,DDT-related,C14H12Cl2,chlorinated,1219.15,1.214,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",1.106737882
JEH0472,DDT related 3,anthropogenic,DDT-related,C14H12Cl2,chlorinated,1222.64,1.241,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",1.68515164
DSJ2155,DDT related 3,anthropogenic,DDT-related,C14H12Cl2,chlorinated,1219.15,1.201,PCB 169,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",1.332726711
DSJ1765,DDT related 3,anthropogenic,DDT-related,C14H12Cl2,chlorinated,1219.15,1.214,PCB 169,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.975693739
KXD0003,DDT related 3,anthropogenic,DDT-related,C14H12Cl2,chlorinated,1219.15,1.201,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",1.650750568
DSJ2195,DDT related 4,anthropogenic,DDT-related,C14H10Cl2,chlorinated,1222.64,1.208,PCB 169,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",0.075140082
NEB0016,DDT related 4,anthropogenic,DDT-related,C14H10Cl2,chlorinated,1222.64,1.181,PCB 169,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.025315688
JEH0504,DDT related 4,anthropogenic,DDT-related,C14H10Cl2,chlorinated,1222.64,1.214,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.128547547
DSJ2155,DDT related 4,anthropogenic,DDT-related,C14H10Cl2,chlorinated,1222.64,1.208,PCB 169,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",0.121327135
KXD0003,DDT related 4,anthropogenic,DDT-related,C14H10Cl2,chlorinated,1222.64,1.201,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.11765792
NEB0016,DDT related 5,anthropogenic,DDT-related,C14H10Cl2,chlorinated,1366.06,0.997,PCB 169,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.001784925
JEH0504,DDT related 5,anthropogenic,DDT-related,C14H10Cl2,chlorinated,1362.56,1.01,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.016157613
KXD0003,DDT related 5,anthropogenic,DDT-related,C14H10Cl2,chlorinated,1369.56,1.003,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.074087509
KZP0086,DDT related 6,anthropogenic,DDT-related,C14H10Cl2,chlorinated,1376.56,0.99,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.049980971
DSJ2195,DDT related 6,anthropogenic,DDT-related,C14H10Cl2,chlorinated,1376.56,1.01,PCB 169,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",0.016120526
JEH0504,DDT related 6,anthropogenic,DDT-related,C14H10Cl2,chlorinated,1376.56,0.997,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.023703307
DSJ1765,DDT related 6,anthropogenic,DDT-related,C14H10Cl2,chlorinated,1369.56,1.003,PCB 169,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.071423483
KXD0003,DDT related 6,anthropogenic,DDT-related,C14H10Cl2,chlorinated,1376.56,0.997,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.017915013
KZP0086,DDT related 7,anthropogenic,DDT-related,C14H10Cl2,chlorinated,1415.03,0.964,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.246278446
DSJ2195,DDT related 7,anthropogenic,DDT-related,C14H10Cl2,chlorinated,1415.03,0.964,PCB 169,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",0.028626099
JEH0504,DDT related 7,anthropogenic,DDT-related,C14H10Cl2,chlorinated,1415.03,0.964,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.023583148
DSJ2155,DDT related 7,anthropogenic,DDT-related,C14H10Cl2,chlorinated,1415.03,0.957,PCB 169,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",0.004180696
DSJ1765,DDT related 7,anthropogenic,DDT-related,C14H10Cl2,chlorinated,1411.54,0.97,PCB 169,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.042508485
KXD0003,DDT related 7,anthropogenic,DDT-related,C14H10Cl2,chlorinated,1411.54,0.97,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.0211471
DSJ2195,DDT related 8,anthropogenic,DDT-related,C13H10Cl2,chlorinated,1415.03,0.937,PCB 169,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",0.037989248
NEB0016,DDT related 8,anthropogenic,DDT-related,C13H10Cl2,chlorinated,1411.54,0.944,PCB 169,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.007663936
JEH0504,DDT related 8,anthropogenic,DDT-related,C13H10Cl2,chlorinated,1415.03,0.937,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.050523149
DSJ2155,DDT related 8,anthropogenic,DDT-related,C13H10Cl2,chlorinated,1411.54,0.944,PCB 169,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",0.038110511
DSJ1765,DDT related 8,anthropogenic,DDT-related,C13H10Cl2,chlorinated,1411.54,0.944,PCB 169,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.087251225
KXD0003,DDT related 8,anthropogenic,DDT-related,C13H10Cl2,chlorinated,1411.54,0.944,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.068862793
KZP0086,DDT related 9,anthropogenic,DDT-related,C13H10Cl2,chlorinated,1453.51,0.917,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.022827759
DSJ2195,DDT related 9,anthropogenic,DDT-related,C13H10Cl2,chlorinated,1453.51,0.911,PCB 169,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",0.017103649
JEH0504,DDT related 9,anthropogenic,DDT-related,C13H10Cl2,chlorinated,1453.51,0.917,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.023555769
DSJ2155,DDT related 9,anthropogenic,DDT-related,C13H10Cl2,chlorinated,1450.01,0.917,PCB 169,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",0.008329995
DSJ1765,DDT related 9,anthropogenic,DDT-related,C13H10Cl2,chlorinated,1450.01,0.917,PCB 169,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.030377729
KXD0003,DDT related 9,anthropogenic,DDT-related,C13H10Cl2,chlorinated,1450.01,0.917,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.029086521
KZP0086,DDT related 10,anthropogenic,DDT-related,C14H12Cl2O,chlorinated,1464.01,1.082,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.075261203
DSJ2195,DDT related 10,anthropogenic,DDT-related,C14H12Cl2O,chlorinated,1467.5,1.076,PCB 169,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",0.090060082
JEH0504,DDT related 10,anthropogenic,DDT-related,C14H12Cl2O,chlorinated,1464.01,1.069,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.031826983
JEH0472,DDT related 10,anthropogenic,DDT-related,C14H12Cl2O,chlorinated,1467.5,1.076,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.087984282
KXD0003,DDT related 10,anthropogenic,DDT-related,C14H12Cl2O,chlorinated,1460.51,1.076,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.015811838
DSJ2155,DDT related 10,anthropogenic,DDT-related,C14H12Cl2O,chlorinated,1460.51,1.076,PCB 169,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",0.006703766
KZP0086,DDMU 1,anthropogenic,DDT-related,C14H9Cl3,chlorinated,1254.13,1.241,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.096702493
NEB0016,DDMU 1,anthropogenic,DDT-related,C14H9Cl3,chlorinated,1254.13,1.234,PCB 169,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.097935528
JEH0504,DDMU 1,anthropogenic,DDT-related,C14H9Cl3,chlorinated,1254.13,1.254,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.170995693
DSJ2155,DDMU 1,anthropogenic,DDT-related,C14H9Cl3,chlorinated,1254.13,1.247,PCB 169,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",0.278173684
DSJ1765,DDMU 1,anthropogenic,DDT-related,C14H9Cl3,chlorinated,1254.13,1.254,PCB 169,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.263462471
KXD0003,DDMU 1,anthropogenic,DDT-related,C14H9Cl3,chlorinated,1254.13,1.247,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.243461084
KZP0086,DDMU 2,anthropogenic,DDT-related,C14H9Cl3,chlorinated,1299.6,1.267,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.249248978
DSJ2195,DDMU 2,anthropogenic,DDT-related,C14H9Cl3,chlorinated,1296.1,1.274,PCB 169,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",0.953885546
NEB0016,DDMU 2,anthropogenic,DDT-related,C14H9Cl3,chlorinated,1292.6,1.267,PCB 169,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.212681864
JEH0504,DDMU 2,anthropogenic,DDT-related,C14H9Cl3,chlorinated,1299.6,1.261,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.425567445
JEH0472,DDMU 2,anthropogenic,DDT-related,C14H9Cl3,chlorinated,1296.1,1.274,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.471940851
DSJ2155,DDMU 2,anthropogenic,DDT-related,C14H9Cl3,chlorinated,1292.6,1.28,PCB 169,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",1.433520695
DSJ1765,DDMU 2,anthropogenic,DDT-related,C14H9Cl3,chlorinated,1292.6,1.287,PCB 169,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",1.541173435
KXD0003,DDMU 2,anthropogenic,DDT-related,C14H9Cl3,chlorinated,1292.6,1.274,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.585530225
JEH0504,DDT related 11,anthropogenic,DDT-related,NA,chlorinated,1317.09,1.3,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.663034
DSJ2155,DDT related 11,anthropogenic,DDT-related,NA,chlorinated,1320.59,1.3,PCB 169,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",0.169361264
DSJ1765,DDT related 11,anthropogenic,DDT-related,NA,chlorinated,1320.59,1.32,PCB 169,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.395210795
KXD0003,DDT related 11,anthropogenic,DDT-related,NA,chlorinated,1320.59,1.307,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.17833306
NEB0016,DDT related 11,anthropogenic,DDT-related,NA,chlorinated,1320.59,1.3,PCB 169,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.022195507
KZP0086,DDT related 12,anthropogenic,DDT-related,C14H11Cl3,chlorinated,1317.09,1.346,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",1.146724626
DSJ2195,DDT related 12,anthropogenic,DDT-related,C14H11Cl3,chlorinated,1324.09,1.307,PCB 169,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",0.575765911
NEB0016,DDT related 12,anthropogenic,DDT-related,C14H11Cl3,chlorinated,1320.59,1.353,PCB 169,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.008496955
JEH0504,DDT related 12,anthropogenic,DDT-related,C14H11Cl3,chlorinated,1317.09,1.353,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.130912707
DSJ2155,DDT related 12,anthropogenic,DDT-related,C14H11Cl3,chlorinated,1313.59,1.307,PCB 169,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",0.180233651
DSJ1765,DDT related 12,anthropogenic,DDT-related,C14H11Cl3,chlorinated,1313.59,1.327,PCB 169,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.419753406
KXD0003,DDT related 12,anthropogenic,DDT-related,C14H11Cl3,chlorinated,1313.59,1.313,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.550048514
KZP0086,DDMU 3,anthropogenic,DDT-related,C14H9Cl3,chlorinated,1327.58,1.294,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",3.971404131
DSJ2195,DDMU 3,anthropogenic,DDT-related,C14H9Cl3,chlorinated,1327.58,1.307,PCB 169,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",4.797880659
JEH0504,DDMU 3,anthropogenic,DDT-related,C14H9Cl3,chlorinated,1327.58,1.28,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",7.449409112
JEH0472,DDMU 3,anthropogenic,DDT-related,C14H9Cl3,chlorinated,1331.08,1.32,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",5.760209462
DSJ2155,DDMU 3,anthropogenic,DDT-related,C14H9Cl3,chlorinated,1324.09,1.274,PCB 169,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",15.10602733
DSJ1765,DDMU 3,anthropogenic,DDT-related,C14H9Cl3,chlorinated,1324.09,1.28,PCB 169,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",11.47859833
KXD0003,DDMU 3,anthropogenic,DDT-related,C14H9Cl3,chlorinated,1331.08,1.254,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.734146292
KZP0086,DDT related 13,anthropogenic,DDT-related,C14H11Cl3,chlorinated,1359.07,1.327,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",5.717126637
NEB0016,DDT related 13,anthropogenic,DDT-related,C14H11Cl3,chlorinated,1352.07,1.307,PCB 169,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",1.899422267
JEH0504,DDT related 13,anthropogenic,DDT-related,C14H11Cl3,chlorinated,1352.07,1.313,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",1.011590034
JEH0472,DDT related 13,anthropogenic,DDT-related,C14H11Cl3,chlorinated,1362.56,1.327,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",6.693430923
DSJ2155,DDT related 13,anthropogenic,DDT-related,C14H11Cl3,chlorinated,1352.07,1.307,PCB 169,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",7.316165917
DSJ1765,DDT related 13,anthropogenic,DDT-related,C14H11Cl3,chlorinated,1352.07,1.32,PCB 169,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",4.391170773
KXD0003,DDT related 13,anthropogenic,DDT-related,C14H11Cl3,chlorinated,1355.57,1.32,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",15.34328712
KZP0086,DDMU 4,anthropogenic,DDT-related,C14H9Cl3,chlorinated,1453.51,1.076,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.205944645
DSJ2195,DDMU 4,anthropogenic,DDT-related,C14H9Cl3,chlorinated,1453.51,1.069,PCB 169,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",0.081811389
JEH0504,DDMU 4,anthropogenic,DDT-related,C14H9Cl3,chlorinated,1453.51,1.069,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.054856485
DSJ2155,DDMU 4,anthropogenic,DDT-related,C14H9Cl3,chlorinated,1450.01,1.076,PCB 169,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",0.137529043
DSJ1765,DDMU 4,anthropogenic,DDT-related,C14H9Cl3,chlorinated,1450.01,1.082,PCB 169,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.241952977
KXD0003,DDMU 4,anthropogenic,DDT-related,C14H9Cl3,chlorinated,1450.01,1.076,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.174250542
KZP0086,"o,p'-DDD",anthropogenic,DDT-related,C14H10Cl4,chlorinated,1383.55,1.353,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",4.220427289
DSJ2195,"o,p'-DDD",anthropogenic,DDT-related,C14H10Cl4,chlorinated,1380.05,1.346,PCB 169,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",4.916925181
NEB0016,"o,p'-DDD",anthropogenic,DDT-related,C14H10Cl4,chlorinated,1376.56,1.327,PCB 169,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",1.596109561
DSJ2155,"o,p'-DDD",anthropogenic,DDT-related,C14H10Cl4,chlorinated,1376.56,1.346,PCB 169,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",4.804189851
DSJ1765,"o,p'-DDD",anthropogenic,DDT-related,C14H10Cl4,chlorinated,1376.56,1.353,PCB 169,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",10.22819823
KXD0003,"o,p'-DDD",anthropogenic,DDT-related,C14H10Cl4,chlorinated,1380.05,1.333,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",4.897720131
KZP0086,"p,p'-DDD",anthropogenic,DDT-related,C14H10Cl4,chlorinated,1411.54,1.379,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",6.158131782
DSJ2195,"p,p'-DDD",anthropogenic,DDT-related,C14H10Cl4,chlorinated,1415.03,1.386,PCB 169,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",10.93491788
NEB0016,"p,p'-DDD",anthropogenic,DDT-related,C14H10Cl4,chlorinated,1408.04,1.36,PCB 169,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",2.108741323
JEH0504,"p,p'-DDD",anthropogenic,DDT-related,C14H10Cl4,NA,1411.54,1.373,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",13.11844647
JEH0472,"p,p'-DDD",anthropogenic,DDT-related,C14H10Cl4,NA,1415.03,1.379,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",5.445254635
DSJ2155,"p,p'-DDD",anthropogenic,DDT-related,C14H10Cl4,chlorinated,1415.03,1.366,PCB 169,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",2.942785814
DSJ1765,"p,p'-DDD",anthropogenic,DDT-related,C14H10Cl4,chlorinated,1408.04,1.36,PCB 169,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",3.773863233
KXD0003,"p,p'-DDD",anthropogenic,DDT-related,C14H10Cl4,chlorinated,1415.03,1.353,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",3.11435278
KZP0086,DDT related 14,anthropogenic,DDT-related,C14H6Cl6,chlorinated,1484.99,1.406,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.045354979
JEH0504,DDT related 14,anthropogenic,DDT-related,C14H6Cl6,chlorinated,1484.99,1.406,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.192376429
KXD0003,DDT related 14,anthropogenic,DDT-related,C14H6Cl6,chlorinated,1481.5,1.386,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.016657462
KZP0086,DDT related 15,anthropogenic,DDT-related,C14H6Cl6,chlorinated,1488.49,1.346,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.024971391
JEH0472,DDT related 15,anthropogenic,DDT-related,C14H6Cl6,chlorinated,1488.49,1.399,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.085701002
DSJ1765,DDT related 16,anthropogenic,DDT-related,C14H6Cl6,chlorinated,1481.5,1.399,PCB 169,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.022773578
KZP0086,DDT related 17,anthropogenic,DDT-related,C14H6Cl6,chlorinated,1523.47,1.393,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.026024111
NEB0016,DDT related 17,anthropogenic,DDT-related,C14H6Cl6,chlorinated,1519.97,1.379,PCB 169,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.019542786
DSJ2155,DDT related 17,anthropogenic,DDT-related,C14H6Cl6,chlorinated,1519.97,1.406,PCB 169,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",0.077169387
KXD0003,DDT related 17,anthropogenic,DDT-related,C14H6Cl6,chlorinated,1519.97,1.386,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.052987907
KZP0086,DDT related 18,anthropogenic,DDT-related,C14H5Cl7,chlorinated,1547.96,1.498,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.048212599
DSJ2195,DDT related 18,anthropogenic,DDT-related,C14H5Cl7,chlorinated,1551.46,1.485,PCB 169,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",0.014743401
NEB0016,DDT related 18,anthropogenic,DDT-related,C14H5Cl7,chlorinated,1554.95,1.498,PCB 169,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.006073759
JEH0504,DDT related 18,anthropogenic,DDT-related,C14H5Cl7,chlorinated,1547.96,1.478,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.147779107
JEH0472,DDT related 18,anthropogenic,DDT-related,C14H5Cl7,chlorinated,1547.96,1.498,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.010990149
DSJ2155,DDT related 18,anthropogenic,DDT-related,C14H5Cl7,chlorinated,1547.96,1.478,PCB 169,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",0.051218157
DSJ1765,DDT related 18,anthropogenic,DDT-related,C14H5Cl7,chlorinated,1547.96,1.485,PCB 169,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.046419497
KXD0003,DDT related 18,anthropogenic,DDT-related,C14H5Cl7,chlorinated,1547.96,1.478,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.030794167
KZP0086,DDT related 19,anthropogenic,DDT-related,C14H5Cl7,chlorinated,1558.45,1.525,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.020904967
JEH0504,DDT related 19,anthropogenic,DDT-related,C14H5Cl7,chlorinated,1558.45,1.538,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.03751097
JEH0472,DDT related 19,anthropogenic,DDT-related,C14H5Cl7,chlorinated,1558.45,1.531,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.054353449
DSJ1765,DDT related 19,anthropogenic,DDT-related,C14H5Cl7,chlorinated,1554.95,1.525,PCB 169,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.03099375
KXD0003,DDT related 19,anthropogenic,DDT-related,C14H5Cl7,chlorinated,1554.95,1.511,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.020511539
KZP0086,DDT related 20,anthropogenic,DDT-related,C14H5Cl7,chlorinated,1582.94,1.571,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.104382038
DSJ2195,DDT related 20,anthropogenic,DDT-related,C14H5Cl7,chlorinated,1586.44,1.571,PCB 169,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",0.025521052
